booking_id,tourist_country,hotel_city,arrival_date,hotel_stars,meal_plan,room_type,nights,price_per_night,transport_type,booking_channel
B0900,  China  ,Negombo,2024-11-13,4,Room Only,Deluxe,2,14903.0,Taxi,Direct
B0901,Germany,Negombo,2024-04-17,4,Full Board,Budget,2,15467.0,Bus,Direct
B0902,UK,Galle,2024-12-03,4,Full Board,Budget,7,15435.0,Taxi,Travel Agency
B0903,  USA  ,Kandy ,2024-12-03,5,Half Board,Standard,6,24120.0,Bus,Travel Agency
B0904,USA,Colombo,2024-12-06,3,Full Board,Suite,3,8415.0,Train,Online
B0905,Australia,Galle,2024-08-03,3,Room Only,Deluxe,1,7259.0,Flight,Travel Agency
B0906,France,Negombo,2024-06-13,3,Full Board,Suite,2,8782.0,Train,Agent
B0907,  India  ,Colombo,2024-03-23,4,Breakfast,Budget,5,13572.0,Flight,Agent
B0908,UK,Galle,2024-10-17,5,Room Only,Deluxe,2,25911.0,Taxi,Agent
B0909,Germany,Kandy,2024-11-12,5,Breakfast,Budget,4,24637.0,Taxi,Online
B0910,Germany,Colombo,2024-09-12,3,Room Only,Deluxe,1,7558.0,Bus,Direct
B0911,France,Colombo,2024-05-27,3,Breakfast,Deluxe,4,8189.0,Flight,Travel Agency
B0912,China,Colombo,2024-08-03,4,Breakfast,Deluxe,7,13678.0,Train,Direct
B0913,France,Colombo,2024-02-07,5,Room Only,Deluxe,1,27249.0,Flight,Travel Agency
B0914,UK,Colombo ,2024-09-16,3,Half Board,Suite,4,7685.0,Train,Online
B0915,USA,Colombo,2024-11-07,4,Room Only,Suite,1,14661.0,Taxi,Agent
B0916,UK,Kandy,2024-11-11,4,Half Board,Standard,3,14809.0,Flight,Agent
B0917,  UK  ,Galle,2024-10-01,5,Room Only,Budget,7,26099.0,Flight,Online
B0918,India,Colombo ,2024-11-04,5,Breakfast,Deluxe,2,25530.0,Taxi,Online
B0919,Australia,Colombo,2024-12-27,5,Half Board,Standard,4,26065.0,Bus,Direct
B0920,  Australia  ,Colombo,2024-10-04,5,Room Only,Budget,3,27002.0,Taxi,Direct
B0921,France,Kandy,2024-06-05,5,Breakfast,Budget,3,26124.0,Train,Online
B0922,China,Kandy ,2024-02-28,3,Full Board,Budget,3,7644.0,Taxi,Direct
B0923,India,Kandy,2024-09-10,3,Full Board,Suite,4,7271.0,Train,Travel Agency
B0924,UK,Colombo,2024-10-04,4,Room Only,Deluxe,7,16222.0,Train,Online
B0925,India,Kandy,2024-01-30,3,Full Board,Deluxe,7,8785.0,Taxi,Travel Agency
B0926,Germany,Colombo,2024-07-14,4,Breakfast,Standard,1,14342.0,Bus,Online
B0927,India,Kandy,2024-01-20,5,Half Board,Deluxe,3,25796.0,Flight,Online
B0928,France,Galle,2024-08-15,4,Room Only,Suite,1,14899.0,Bus,Travel Agency
B0929,India,Kandy,2024-02-10,4,Half Board,Budget,4,14039.0,Bus,Direct
B0930,China,Colombo ,2024-11-12,5,Room Only,Standard,1,25773.0,Train,Travel Agency
B0931,USA,Colombo,2024-05-12,4,Room Only,Deluxe,5,15654.0,Train,Direct
B0932,  UK  ,Colombo,2024-04-14,4,Half Board,Suite,1,15425.0,Bus,Agent
B0933,India,Negombo,2024-11-29,4,Full Board,Deluxe,5,13593.0,Bus,Online
B0934,Germany,Colombo,2024-04-18,4,Half Board,Standard,4,15992.0,Flight,Agent
B0935,UK,Colombo,2024-04-24,5,Full Board,Budget,7,26892.0,Flight,Travel Agency
B0936,India,Colombo,2024-10-21,4,Breakfast,Deluxe,2,15897.0,Bus,Agent
B0937,UK,Colombo,2024-07-28,4,Room Only,Deluxe,5,15016.0,Bus,Travel Agency
B0938,India,Kandy,2024-03-05,5,Breakfast,Suite,6,25423.0,Train,Direct
B0939,UK,Kandy,2024-09-15,3,Full Board,Standard,2,8602.0,Flight,Agent
B0940,Germany,Negombo,2024-02-21,3,Room Only,Suite,1,8304.0,Flight,Agent
B0941,India,Kandy ,2024-03-06,4,Breakfast,Deluxe,1,14510.0,Bus,Online
B0942,USA,Kandy,2024-08-17,4,Full Board,Suite,3,15772.0,Train,Agent
B0943,France,Kandy ,2024-03-18,3,Half Board,Suite,4,7712.0,Train,Direct
B0944,  India  ,Colombo,2024-10-15,5,Full Board,Deluxe,3,24420.0,Train,Agent
B0945,Australia,Galle,2024-08-08,5,Half Board,Deluxe,1,24236.0,Train,Online
B0946,UK,Colombo,2024-05-12,5,Room Only,Standard,6,23893.0,Flight,Agent
B0947,UK,Kandy,2024-01-21,5,Breakfast,Budget,4,26662.0,Flight,Direct
B0948,Germany,Galle,2024-09-23,3,Full Board,Deluxe,1,8346.0,Flight,Travel Agency
B0949,UK,Colombo,2024-05-22,5,Room Only,Deluxe,7,22895.0,Train,Online
B0950,India,Kandy,2024-09-19,5,Room Only,Deluxe,1,24666.0,Bus,Agent
B0951,France,Colombo,2024-11-20,5,Room Only,Standard,2,25431.0,Train,Agent
B0952,France,Galle,2024-05-24,3,Breakfast,Budget,5,8571.0,Train,Online
B0953,China,Galle,2024-01-20,4,Half Board,Suite,6,15251.0,Bus,Travel Agency
B0954,France,Galle,2024-05-29,5,Full Board,Suite,7,25650.0,Bus,Travel Agency
B0955,Russia,Negombo,2024-05-27,4,Full Board,Deluxe,2,15487.0,Flight,Agent
B0956,UK,Galle,2024-12-26,3,Full Board,Suite,5,7859.0,Train,Online
B0957,Australia,Galle,2024-02-01,5,Half Board,Deluxe,6,24088.0,Taxi,Travel Agency
B0958,UK,Kandy,2024-04-22,4,Room Only,Deluxe,4,14729.0,Train,Agent
B0959,Russia,Kandy,2024-03-07,5,Room Only,Budget,7,24395.0,Bus,Direct
B0960,China,Kandy,2024-07-04,5,Breakfast,Standard,7,25178.0,Train,Direct
B0961,India,Colombo ,2024-05-07,3,Room Only,Budget,7,8704.0,Flight,Travel Agency
B0962,India,Colombo,2024-11-19,5,Breakfast,Budget,3,26249.0,Taxi,Travel Agency
B0963,India,Colombo,2024-02-07,5,Full Board,Budget,1,26213.0,Train,Online
B0964,UK,Kandy,2024-06-08,4,Full Board,Budget,3,14322.0,Train,Online
B0965,  Germany  ,Colombo,2024-02-17,3,Full Board,Deluxe,4,7655.0,Train,Travel Agency
B0966,India,Kandy,2024-10-06,5,Room Only,Suite,2,25389.0,Flight,Travel Agency
B0967,Germany,Colombo ,2024-06-08,4,Breakfast,Budget,1,15182.0,Train,Travel Agency
B0968,India,Galle,2024-09-24,5,Breakfast,Budget,7,24967.0,Taxi,Direct
B0969,UK,Galle,2024-11-02,4,Room Only,Deluxe,6,14127.0,Taxi,Travel Agency
B0970,India,Galle,2024-09-20,5,Room Only,Budget,4,25996.0,Taxi,Agent
B0971,USA,Colombo,2024-08-12,3,Room Only,Suite,4,7473.0,Taxi,Agent
B0972,India,Colombo,2024-08-10,4,Half Board,Deluxe,5,16168.0,Train,Agent
B0973,France,Negombo,2024-07-09,5,Half Board,Suite,4,23553.0,Bus,Agent
B0974,Germany,Colombo,2024-04-01,3,Full Board,Budget,1,7698.0,Train,Agent
B0975,India,Colombo,2024-08-27,5,Breakfast,Budget,3,25681.0,Train,Direct
B0976,  India  ,Galle,2024-08-06,5,Half Board,Deluxe,5,26334.0,Bus,Agent
B0977,USA,Colombo,2024-05-14,5,Room Only,Standard,7,25111.0,Taxi,Direct
B0978,  China  ,Negombo,2024-11-11,5,Full Board,Standard,2,22513.0,Train,Agent
B0979,UK,Colombo,2024-01-01,4,Room Only,Budget,2,15035.0,Taxi,Travel Agency
B0980,Germany,Colombo,2024-10-13,4,Full Board,Suite,6,14923.0,Bus,Direct
B0981,France,Negombo,2024-11-20,4,Breakfast,Suite,5,14824.0,Bus,Online
B0982,India,Colombo,2024-07-06,4,Half Board,Suite,2,15350.0,Train,Travel Agency
B0983,Russia,Colombo,2024-07-03,5,Breakfast,Budget,5,24051.0,Flight,Direct
B0984,UK,Colombo,2024-11-27,4,Full Board,Suite,1,16487.0,Bus,Direct
B0985,France,Negombo,2024-08-29,5,Full Board,Suite,2,24867.0,Flight,Online
B0986,USA,Galle ,2024-03-31,3,Room Only,Suite,7,8553.0,Flight,Travel Agency
B0987,UK,Kandy,2024-04-09,5,Room Only,Deluxe,7,25859.0,Bus,Agent
B0988,  Australia  ,Kandy,2024-12-06,4,Full Board,Budget,1,14078.0,Train,Direct
B0989,India,Colombo,2024-09-15,4,Breakfast,Budget,3,14321.0,Bus,Online
B0990,China,Kandy,2024-08-25,3,Room Only,Budget,2,8367.0,Train,Direct
B0991,USA,Galle,2024-04-21,5,Half Board,Suite,1,26885.0,Train,Direct
B0992,Australia,Colombo,2024-03-08,4,Room Only,Suite,6,14361.0,Bus,Agent
B0993,France,Colombo,2024-04-12,3,Half Board,Deluxe,6,7903.0,Flight,Travel Agency
B0994,USA,Kandy,2024-11-19,5,Breakfast,Budget,7,25426.0,Train,Agent
B0995,China,Galle,2024-05-27,3,Half Board,Deluxe,1,8021.0,Train,Direct
B0996,Australia,Kandy,2024-11-19,3,Full Board,Standard,4,8138.0,Bus,Travel Agency
B0997,India,Colombo,2024-07-02,3,Breakfast,Suite,4,7735.0,Flight,Agent
B0998,Germany,Colombo,2024-01-12,4,Full Board,Suite,6,14698.0,Train,Direct
B0999,Germany,Kandy,2024-01-21,3,Room Only,Suite,4,8438.0,Taxi,Online
B1000,India,Kandy,2024-12-23,5,Breakfast,Standard,2,25817.0,Flight,Online
B1001,  France  ,Kandy,2024-03-25,4,Room Only,Standard,2,16148.0,Bus,Direct
B1002,UK,Colombo,2024-05-05,3,Half Board,Budget,4,7454.0,Flight,Travel Agency
B1003,UK,Kandy,2024-07-11,4,Breakfast,Budget,4,13885.0,Train,Travel Agency
B1004,France,Galle,2024-08-05,5,Full Board,Budget,3,24941.0,Flight,Agent
B1005,  UK  ,Kandy,2024-09-13,3,Full Board,Budget,6,7568.0,Taxi,Agent
B1006,UK,Kandy,2024-04-02,4,Breakfast,Deluxe,3,14660.0,Taxi,Online
B1007,UK,Kandy ,2024-09-21,3,Full Board,Budget,3,8297.0,Flight,Travel Agency
B1008,India,Kandy,2024-07-15,5,Full Board,Budget,4,25769.0,Taxi,Travel Agency
B1009,India,Kandy,2024-11-05,4,Half Board,Suite,6,14505.0,Bus,Online
B1010,Germany,Kandy,2024-12-11,3,Breakfast,Budget,3,8717.0,Bus,Agent
B1011,France,Kandy,2024-08-25,4,Room Only,Budget,7,14968.0,Bus,Online
B1012,India,Colombo,2024-05-31,3,Half Board,Standard,3,7771.0,Flight,Travel Agency
B1013,Germany,Kandy,2024-01-19,5,Full Board,Standard,2,22920.0,Flight,Agent
B1014,India,Colombo,2024-08-22,5,Breakfast,Suite,1,22882.0,Bus,Online
B1015,  China  ,Negombo,2024-07-14,5,Room Only,Deluxe,6,26246.0,Taxi,Travel Agency
B1016,India,Galle ,2024-02-10,4,Room Only,Standard,5,14282.0,Bus,Agent
B1017,Germany,Colombo,2024-08-11,4,Breakfast,Deluxe,5,15514.0,Taxi,Agent
B1018,India,Colombo ,2024-07-31,5,Breakfast,Deluxe,3,24812.0,Bus,Online
B1019,India,Colombo ,2024-05-27,5,Full Board,Suite,6,25476.0,Taxi,Travel Agency
B1020,India,Colombo ,2024-08-15,3,Full Board,Suite,2,8051.0,Train,Travel Agency
B1021,France,Negombo,2024-11-19,4,Half Board,Budget,2,15744.0,Bus,Direct
B1022,China,Colombo,2024-11-15,5,Breakfast,Deluxe,5,24657.0,Flight,Direct
B1023,UK,Negombo,2024-03-08,4,Room Only,Budget,4,14154.0,Flight,Direct
B1024,USA,Galle,2024-07-24,5,Full Board,Deluxe,7,23588.0,Bus,Direct
B1025,China,Galle,2024-11-20,5,Half Board,Suite,2,26795.0,Taxi,Travel Agency
B1026,UK,Negombo,2024-07-23,4,Room Only,Deluxe,7,14892.0,Train,Online
B1027,Russia,Kandy,2024-11-21,3,Breakfast,Standard,5,8191.0,Flight,Travel Agency
B1028,UK,Kandy,2024-08-29,5,Room Only,Deluxe,1,26214.0,Taxi,Agent
B1029,India,Negombo,2024-03-30,4,Breakfast,Deluxe,2,14378.0,Flight,Agent
B1030,China,Kandy,2024-05-03,3,Full Board,Budget,7,8166.0,Bus,Agent
B1031,UK,Galle,2024-12-15,5,Full Board,Suite,7,24426.0,Taxi,Direct
B1032,USA,Kandy,2024-09-30,5,Room Only,Suite,4,26638.0,Flight,Direct
B1033,USA,Colombo,2024-07-23,5,Full Board,Suite,7,23120.0,Train,Direct
B1034,  USA  ,Galle,2024-07-06,4,Half Board,Standard,2,15886.0,Train,Direct
B1035,UK,Negombo,2024-09-08,3,Half Board,Deluxe,3,8302.0,Bus,Travel Agency
B1036,Germany,Galle,2024-03-16,5,Half Board,Budget,2,26900.0,Bus,Direct
B1037,Germany,Colombo,2024-08-13,5,Half Board,Standard,6,26525.0,Train,Agent
B1038,India,Colombo,2024-04-18,5,Half Board,Standard,5,22560.0,Bus,Travel Agency
B1039,Russia,Kandy,2024-10-27,5,Half Board,Deluxe,4,26827.0,Taxi,Agent
B1040,Germany,Kandy,2024-12-08,3,Half Board,Standard,3,7530.0,Train,Direct
B1041,UK,Colombo,2024-09-12,4,Room Only,Standard,6,14107.0,Flight,Travel Agency
B1042,Germany,Colombo,2024-09-30,5,Room Only,Budget,4,25333.0,Train,Agent
B1043,  China  ,Galle,2024-05-05,3,Full Board,Standard,1,8767.0,Bus,Direct
B1044,  France  ,Colombo,2024-03-08,5,Half Board,Budget,2,23637.0,Taxi,Travel Agency
B1045,UK,Galle,2024-02-07,3,Full Board,Budget,4,7333.0,Train,Online
B1046,Germany,Kandy,2024-10-24,4,Room Only,Suite,7,15427.0,Taxi,Online
B1047,India,Kandy,2024-06-17,5,Full Board,Deluxe,6,23998.0,Train,Direct
B1048,  India  ,Kandy,2024-04-03,4,Room Only,Deluxe,5,14911.0,Train,Agent
B1049,India,Negombo,2024-08-14,4,Breakfast,Standard,7,13826.0,Train,Agent
B1050,USA,Kandy,2024-12-16,4,Breakfast,Standard,3,13969.0,Taxi,Agent
B1051,UK,Negombo,2024-08-30,5,Full Board,Deluxe,2,27164.0,Taxi,Direct
B1052,USA,Galle,2024-06-10,4,Half Board,Suite,5,14680.0,Taxi,Online
B1053,Russia,Kandy,2024-03-12,4,Half Board,Budget,7,15613.0,Train,Direct
B1054,  India  ,Galle,2024-06-15,5,Breakfast,Standard,5,25014.0,Bus,Online
B1055,USA,Negombo,2024-10-30,4,Room Only,Suite,6,16379.0,Taxi,Agent
B1056,India,Colombo,2024-11-23,4,Half Board,Deluxe,4,16270.0,Flight,Travel Agency
B1057,India,Galle,2024-07-30,3,Breakfast,Deluxe,5,7519.0,Flight,Travel Agency
B1058,USA,Colombo,2024-09-28,4,Room Only,Standard,7,15809.0,Bus,Direct
B1059,Australia,Colombo,2024-08-27,3,Full Board,Deluxe,3,7518.0,Bus,Direct
B1060,UK,Kandy,2024-08-06,4,Full Board,Budget,7,15085.0,Bus,Online
B1061,Russia,Negombo,2024-06-16,5,Full Board,Deluxe,5,24168.0,Flight,Online
B1062,USA,Kandy,2024-09-19,3,Full Board,Standard,7,7316.0,Taxi,Direct
B1063,Russia,Colombo,2024-06-18,3,Breakfast,Deluxe,4,8044.0,Taxi,Online
B1064,China,Kandy,2024-01-05,3,Half Board,Suite,2,7614.0,Train,Direct
B1065,UK,Galle,2024-06-30,5,Breakfast,Standard,7,23241.0,Bus,Agent
B1066,Australia,Colombo,2024-03-06,5,Half Board,Budget,3,26852.0,Train,Agent
B1067,Russia,Colombo,2024-04-21,4,Room Only,Standard,4,13869.0,Taxi,Online
B1068,USA,Kandy,2024-08-16,4,Full Board,Standard,2,15812.0,Flight,Online
B1069,Germany,Kandy,2024-03-24,3,Room Only,Suite,6,8167.0,Bus,Travel Agency
B1070,USA,Kandy,2024-05-10,5,Room Only,Suite,1,22536.0,Taxi,Travel Agency
B1071,  India  ,Colombo,2024-02-03,4,Half Board,Standard,6,13753.0,Taxi,Travel Agency
B1072,USA,Negombo,2024-01-24,3,Breakfast,Standard,5,7214.0,Train,Agent
B1073,UK,Galle,2024-12-04,4,Half Board,Suite,7,13972.0,Train,Agent
B1074,USA,Galle,2024-04-02,4,Room Only,Standard,1,14992.0,Bus,Travel Agency
B1075,  India  ,Colombo,2024-01-14,4,Room Only,Suite,1,15704.0,Train,Travel Agency
B1076,Germany,Kandy,2024-03-21,3,Room Only,Deluxe,2,7347.0,Flight,Online
B1077,India,Negombo,2024-08-13,3,Room Only,Deluxe,4,7951.0,Bus,Agent
B1078,Russia,Galle ,2024-02-19,4,Full Board,Standard,2,14157.0,Train,Agent
B1079,UK,Kandy,2024-11-10,3,Breakfast,Standard,3,7495.0,Bus,Direct
B1080,Germany,Kandy,2024-05-16,3,Half Board,Suite,3,8257.0,Flight,Travel Agency
B1081,Russia,Colombo,2024-11-20,3,Breakfast,Standard,4,7716.0,Taxi,Travel Agency
B1082,France,Negombo,2024-07-26,4,Breakfast,Suite,5,14288.0,Taxi,Online
B1083,Germany,Colombo,2024-04-05,4,Half Board,Suite,7,15146.0,Flight,Direct
B1084,USA,Kandy,2024-01-14,5,Breakfast,Budget,2,27375.0,Flight,Online
B1085,France,Colombo,2024-08-11,5,Room Only,Standard,4,26600.0,Train,Agent
B1086,UK,Galle,2024-06-30,5,Breakfast,Budget,7,25165.0,Train,Agent
B1087,UK,Kandy,2024-11-12,3,Breakfast,Suite,7,7523.0,Flight,Travel Agency
B1088,Russia,Negombo,2024-08-27,4,Breakfast,Deluxe,1,13724.0,Bus,Agent
B1089,Russia,Colombo,2024-07-29,3,Breakfast,Suite,7,7456.0,Train,Travel Agency
B1090,India,Colombo,2024-06-28,3,Breakfast,Deluxe,2,8628.0,Flight,Agent
B1091,India,Colombo,2024-11-22,3,Half Board,Budget,7,8205.0,Taxi,Agent
B1092,UK,Galle,2024-08-20,3,Room Only,Deluxe,3,8719.0,Flight,Travel Agency
B1093,China,Kandy,2024-03-27,5,Full Board,Deluxe,2,25114.0,Flight,Direct
B1094,Germany,Galle,2024-08-09,4,Room Only,Budget,7,15809.0,Bus,Direct
B1095,China,Colombo,2024-07-01,3,Room Only,Budget,6,8489.0,Train,Travel Agency
B1096,India,Negombo,2024-12-28,4,Full Board,Suite,1,15304.0,Flight,Online
B1097,India,Galle,2024-11-05,4,Full Board,Budget,3,15441.0,Taxi,Travel Agency
B1098,  Australia  ,Galle,2024-11-17,5,Full Board,Budget,2,25334.0,Flight,Direct
B1099,France,Galle,2024-05-09,4,Half Board,Deluxe,2,14329.0,Flight,Direct
B1100,India,Galle,2024-04-17,5,Half Board,Suite,7,24242.0,Train,Travel Agency
B1101,China,Galle,2024-04-26,4,Half Board,Budget,6,13771.0,Taxi,Direct
B1102,USA,Colombo,2024-12-28,4,Half Board,Deluxe,7,14813.0,Bus,Agent
B1103,  UK  ,Kandy,2024-09-16,5,Half Board,Standard,4,25592.0,Flight,Agent
B1104,Australia,Galle,2024-05-14,3,Half Board,Deluxe,4,7412.0,Taxi,Online
B1105,France,Galle,2024-11-10,5,Room Only,Deluxe,2,24712.0,Flight,Agent
B1106,  India  ,Kandy,2024-12-21,3,Breakfast,Standard,4,8236.0,Train,Agent
B1107,UK,Kandy,2024-08-12,4,Breakfast,Suite,2,16043.0,Taxi,Travel Agency
B1108,Russia,Galle,2024-05-14,4,Half Board,Deluxe,2,14460.0,Bus,Online
B1109,France,Negombo,2024-05-06,5,Breakfast,Budget,7,27427.0,Taxi,Direct
B1110,UK,Colombo,2024-12-25,5,Breakfast,Suite,3,25371.0,Flight,Travel Agency
B1111,India,Negombo ,2024-03-28,3,Full Board,Budget,3,7962.0,Train,Online
B1112,USA,Kandy,2024-01-15,5,Full Board,Suite,6,26321.0,Train,Travel Agency
B1113,Germany,Galle ,2024-06-18,3,Full Board,Standard,7,8063.0,Bus,Online
B1114,USA,Kandy,2024-02-06,5,Room Only,Suite,6,23306.0,Train,Agent
B1115,Russia,Galle,2024-01-16,5,Full Board,Budget,3,22945.0,Taxi,Travel Agency
B1116,  Germany  ,Galle,2024-04-03,3,Half Board,Deluxe,2,8331.0,Bus,Travel Agency
B1117,UK,Kandy ,2024-11-27,5,Room Only,Deluxe,-4,-26259.0,Bus,Online
B1118,Germany,Galle,2024-02-18,3,Room Only,Budget,1,7722.0,Bus,Online
B1119,India,Colombo,2024-03-29,3,Full Board,Standard,5,7549.0,Bus,Online
B1120,Germany,Kandy,2024-08-13,5,Breakfast,Standard,7,26594.0,Flight,Online
B1121,USA,Colombo,2024-06-08,4,Room Only,Deluxe,6,14041.0,Train,Online
B1122,Russia,Negombo,2024-08-20,5,Full Board,Suite,1,25843.0,Flight,Direct
B1123,Russia,Kandy,2024-07-25,3,Half Board,Budget,4,8497.0,Flight,Online
B1124,Germany,Kandy,2024-09-29,5,Full Board,Standard,3,24101.0,Taxi,Agent
B1125,India,Kandy,2024-09-08,3,Full Board,Budget,3,8098.0,Taxi,Direct
B1126,India,Galle,2024-01-29,5,Room Only,Standard,1,24035.0,Train,Direct
B1127,UK,Colombo ,2024-04-06,4,Room Only,Suite,6,15025.0,Train,Direct
B1128,  UK  ,Kandy,2024-04-05,3,Half Board,Budget,6,7525.0,Train,Online
B1129,Australia,Colombo,2024-05-28,3,Breakfast,Deluxe,2,8779.0,Train,Direct
B1130,UK,Kandy,2024-11-14,5,Half Board,Suite,6,25352.0,Bus,Agent
B1131,Australia,Kandy ,2024-01-06,4,Full Board,Suite,3,16027.0,Train,Travel Agency
B1132,  China  ,Colombo,2024-08-17,3,Breakfast,Budget,6,7383.0,Train,Travel Agency
B1133,UK,Galle,2024-12-14,5,Full Board,Deluxe,5,23932.0,Bus,Online
B1134,Australia,Colombo,2024-02-14,5,Full Board,Standard,2,25091.0,Flight,Travel Agency
B1135,UK,Kandy,2024-02-12,5,Room Only,Standard,4,25576.0,Taxi,Agent
B1136,China,Kandy,2024-04-06,3,Half Board,Budget,5,7222.0,Train,Direct
B1137,UK,Kandy,2024-11-25,3,Full Board,Suite,2,8714.0,Flight,Agent
B1138,China,Kandy ,2024-08-13,3,Breakfast,Deluxe,5,7457.0,Bus,Online
B1139,  Germany  ,Colombo ,2024-03-27,5,Half Board,Deluxe,1,23217.0,Flight,Agent
B1140,UK,Kandy,2024-10-17,3,Breakfast,Budget,5,8072.0,Flight,Travel Agency
B1141,India,Kandy,2024-08-18,5,Breakfast,Suite,5,23750.0,Taxi,Travel Agency
B1142,Germany,Kandy,2024-03-14,4,Breakfast,Suite,3,16145.0,Bus,Online
B1143,UK,Kandy,2024-10-04,3,Full Board,Standard,7,8202.0,Train,Travel Agency
B1144,USA,Kandy,2024-07-17,4,Half Board,Deluxe,3,15496.0,Train,Agent
B1145,Germany,Negombo,2024-12-03,5,Half Board,Suite,5,26812.0,Taxi,Direct
B1146,UK,Colombo,2024-11-29,4,Half Board,Suite,1,14098.0,Bus,Agent
B1147,India,Negombo,2024-01-13,5,Breakfast,Suite,5,25834.0,Bus,Agent
B1148,France,Colombo,2024-06-11,4,Breakfast,Standard,7,16293.0,Bus,Online
B1149,UK,Colombo ,2024-01-28,4,Room Only,Deluxe,3,14109.0,Train,Agent
B1150,China,Colombo,2024-08-16,4,Half Board,Standard,3,14409.0,Train,Agent
B1151,Australia,Kandy,2024-10-14,5,Full Board,Deluxe,6,26739.0,Train,Online
B1152,India,Galle,2024-03-10,4,Full Board,Suite,4,14011.0,Flight,Direct
B1153,UK,Negombo,2024-09-08,5,Half Board,Deluxe,1,26932.0,Flight,Agent
B1154,India,Colombo,2024-12-08,3,Half Board,Deluxe,6,8468.0,Flight,Direct
B1155,UK,Negombo,2024-08-01,3,Half Board,Deluxe,2,8021.0,Flight,Travel Agency
B1156,China,Galle ,2024-05-14,4,Full Board,Deluxe,1,14318.0,Taxi,Online
B1157,France,Negombo,2024-01-06,5,Room Only,Deluxe,4,23498.0,Taxi,Travel Agency
B1158,India,Kandy,2024-07-06,5,Full Board,Suite,6,24210.0,Bus,Direct
B1159,  India  ,Negombo,2024-12-09,3,Half Board,Budget,1,8497.0,Flight,Agent
B1160,UK,Galle,2024-02-14,3,Room Only,Budget,6,8491.0,Flight,Agent
B1161,Russia,Kandy,2024-06-18,5,Room Only,Budget,1,26020.0,Train,Online
B1162,UK,Kandy,2024-12-17,3,Breakfast,Budget,6,7327.0,Bus,Agent
B1163,Russia,Kandy,2024-04-05,4,Half Board,Budget,4,14054.0,Flight,Online
B1164,UK,Kandy,2024-04-06,5,Room Only,Budget,2,23435.0,Bus,Agent
B1165,Germany,Kandy,2024-09-16,5,Half Board,Standard,4,23754.0,Bus,Agent
B1166,  Russia  ,Colombo,2024-03-23,3,Room Only,Budget,4,7750.0,Flight,Travel Agency
B1167,USA,Colombo,2024-12-11,3,Half Board,Deluxe,6,8289.0,Flight,Direct
B1168,India,Galle ,2024-07-08,4,Half Board,Suite,3,15137.0,Train,Agent
B1169,India,Kandy,2024-08-24,4,Full Board,Suite,7,16197.0,Taxi,Agent
B1170,India,Colombo,2024-03-12,4,Full Board,Standard,4,14597.0,Taxi,Agent
B1171,UK,Colombo,2024-08-29,3,Half Board,Deluxe,2,7234.0,Taxi,Agent
B1172,Germany,Colombo ,2024-09-06,5,Full Board,Suite,4,27236.0,Train,Travel Agency
B1173,Russia,Colombo ,2024-06-14,5,Full Board,Deluxe,2,23675.0,Taxi,Agent
B1174,India,Colombo,2024-11-18,4,Full Board,Budget,5,13888.0,Bus,Direct
B1175,France,Kandy,2024-08-30,3,Room Only,Suite,3,7867.0,Train,Direct
B1176,Australia,Kandy,2024-08-31,4,Half Board,Deluxe,6,14083.0,Train,Direct
B1177,Australia,Galle ,2024-11-08,3,Breakfast,Suite,5,7951.0,Flight,Direct
B1178,USA,Kandy,2024-02-11,5,Full Board,Suite,5,27002.0,Bus,Online
B1179,USA,Colombo,2024-03-14,4,Room Only,Suite,2,14169.0,Flight,Direct
B1180,Germany,Galle ,2024-06-12,4,Half Board,Standard,7,15932.0,Train,Online
B1181,Australia,Kandy,2024-09-15,4,Breakfast,Suite,4,15601.0,Flight,Direct
B1182,UK,Galle,2024-08-03,3,Half Board,Suite,7,8655.0,Train,Travel Agency
B1183,Germany,Galle,2024-02-25,4,Full Board,Deluxe,2,15618.0,Taxi,Direct
B1184,Russia,Colombo,2024-06-16,5,Full Board,Deluxe,2,24076.0,Taxi,Online
B1185,India,Colombo,2024-01-18,5,Half Board,Deluxe,5,26282.0,Flight,Online
B1186,Germany,Negombo,2024-03-12,3,Room Only,Standard,6,7576.0,Bus,Direct
B1187,USA,Kandy,2024-10-06,3,Full Board,Suite,6,7447.0,Flight,Agent
B1188,  Australia  ,Colombo,2024-05-02,3,Room Only,Budget,6,8548.0,Train,Travel Agency
B1189,UK,Colombo,2024-03-11,5,Half Board,Deluxe,4,26279.0,Taxi,Online
B1190,UK,Galle ,2024-07-31,5,Room Only,Budget,2,25448.0,Train,Agent
B1191,USA,Kandy,2024-07-07,5,Breakfast,Suite,2,23261.0,Flight,Direct
B1192,India,Galle,2024-11-07,4,Half Board,Standard,3,16193.0,Taxi,Online
B1193,India,Negombo,2024-12-09,5,Full Board,Standard,2,23063.0,Taxi,Online
B1194,UK,Kandy ,2024-06-01,5,Breakfast,Deluxe,3,24818.0,Train,Direct
B1195,UK,Galle,2024-06-19,3,Full Board,Suite,6,7723.0,Taxi,Agent
B1196,Germany,Galle,2024-12-07,3,Room Only,Budget,1,8564.0,Flight,Online
B1197,India,Kandy,2024-10-17,3,Room Only,Budget,3,7544.0,Train,Travel Agency
B1198,India,Galle,2024-06-01,3,Room Only,Deluxe,2,7620.0,Train,Online
B1199,China,Colombo,2024-08-31,3,Room Only,Budget,1,8359.0,Taxi,Direct
B1200,Germany,Galle,2024-03-19,3,Room Only,Suite,6,7803.0,Flight,Travel Agency
