booking_id,tourist_country,hotel_city,arrival_date,hotel_stars,meal_plan,room_type,nights,price_per_night,transport_type,booking_channel,month,day_of_week,quarter,total_cost,spend_category
B1511,  Germany  ,Galle,2024-07-04,5,Room Only,Suite,5,25597.0,Taxi,Online,7,Thursday,3,127985.0,High Spender
B1512,USA,Galle,2024-12-08,4,Breakfast,Budget,2,15109.0,Bus,Travel Agency,12,Sunday,4,30218.0,Medium Spender
B1513,India,Kandy,2024-09-20,3,Room Only,Deluxe,3,7969.0,Train,Travel Agency,9,Friday,3,23907.0,Medium Spender
B1514,China,Colombo,2024-04-29,3,Room Only,Suite,6,7604.0,Bus,Agent,4,Monday,2,45624.0,Medium Spender
B1515,China,Kandy,2024-03-24,5,Breakfast,Standard,5,26461.0,Train,Online,3,Sunday,1,132305.0,High Spender
B1516,Germany,Kandy,2024-03-21,5,Breakfast,Standard,5,26834.0,Flight,Agent,3,Thursday,1,134170.0,High Spender
B1518,Australia,Kandy,2024-11-19,5,Full Board,Suite,1,22556.0,Flight,Direct,11,Tuesday,4,22556.0,Medium Spender
B1520,  USA  ,Galle,2024-10-08,5,Breakfast,Standard,3,24046.0,Bus,Online,10,Tuesday,4,72138.0,High Spender
B1521,USA,Colombo ,2024-07-25,3,Room Only,Deluxe,7,8504.0,Bus,Travel Agency,7,Thursday,3,59528.0,High Spender
B1522,UK,Galle,2024-08-11,4,Full Board,Suite,3,13776.0,Flight,Travel Agency,8,Sunday,3,41328.0,Medium Spender
B1523,UK,Colombo,2024-04-25,4,Room Only,Suite,5,14471.0,Taxi,Direct,4,Thursday,2,72355.0,High Spender
B1524,Germany,Colombo,2024-10-14,3,Full Board,Suite,5,7523.0,Train,Travel Agency,10,Monday,4,37615.0,Medium Spender
B1525,China,Colombo,2024-11-06,4,Room Only,Standard,5,14800.0,Flight,Travel Agency,11,Wednesday,4,74000.0,High Spender
B1526,China,Galle ,2024-02-07,4,Room Only,Deluxe,7,15274.0,Train,Direct,2,Wednesday,1,106918.0,High Spender
B1527,Germany,Kandy,2024-12-20,5,Breakfast,Standard,1,27216.0,Train,Travel Agency,12,Friday,4,27216.0,Medium Spender
B1528,India,Galle,2024-11-19,5,Breakfast,Suite,1,24013.0,Flight,Online,11,Tuesday,4,24013.0,Medium Spender
B1529,Germany,Negombo,2024-02-07,4,Half Board,Deluxe,5,14443.0,Flight,Travel Agency,2,Wednesday,1,72215.0,High Spender
B1530,  UK  ,Galle,2024-09-06,4,Full Board,Standard,7,13723.0,Train,Direct,9,Friday,3,96061.0,High Spender
B1531,India,Colombo,2024-05-16,3,Breakfast,Standard,5,8708.0,Bus,Online,5,Thursday,2,43540.0,Medium Spender
B1532,Australia,Negombo,2024-05-15,5,Half Board,Deluxe,2,23026.0,Bus,Direct,5,Wednesday,2,46052.0,Medium Spender
B1533,UK,Kandy,2024-09-15,3,Room Only,Standard,2,8551.0,Bus,Travel Agency,9,Sunday,3,17102.0,Low Spender
B1534,UK,Galle,2024-02-02,5,Full Board,Standard,6,26992.0,Taxi,Direct,2,Friday,1,161952.0,High Spender
B1535,  UK  ,Colombo,2024-08-28,3,Breakfast,Deluxe,6,8616.0,Bus,Online,8,Wednesday,3,51696.0,High Spender
B1536,China,Negombo ,2024-09-21,3,Breakfast,Deluxe,6,7924.0,Flight,Agent,9,Saturday,3,47544.0,Medium Spender
B1537,Australia,Kandy,2024-07-10,3,Full Board,Budget,1,8458.0,Flight,Online,7,Wednesday,3,8458.0,Low Spender
B1538,UK,Colombo,2024-08-25,3,Room Only,Deluxe,2,7883.0,Flight,Direct,8,Sunday,3,15766.0,Low Spender
B1539,USA,Colombo ,2024-10-18,3,Breakfast,Budget,1,7939.0,Taxi,Direct,10,Friday,4,7939.0,Low Spender
B1540,Germany,Negombo,2024-11-30,3,Half Board,Deluxe,6,7668.0,Train,Travel Agency,11,Saturday,4,46008.0,Medium Spender
B1541,UK,Negombo,2024-06-25,3,Half Board,Deluxe,4,8425.0,Taxi,Online,6,Tuesday,2,33700.0,Medium Spender
B1542,Germany,Colombo ,2024-08-30,3,Half Board,Budget,2,8642.0,Flight,Online,8,Friday,3,17284.0,Low Spender
B1543,India,Kandy,2024-11-08,4,Breakfast,Standard,1,14904.0,Bus,Agent,11,Friday,4,14904.0,Low Spender
B1544,USA,Kandy,2024-09-25,3,Half Board,Standard,4,8047.0,Taxi,Direct,9,Wednesday,3,32188.0,Medium Spender
B1545,USA,Kandy,2024-10-28,5,Breakfast,Deluxe,3,27154.0,Train,Direct,10,Monday,4,81462.0,High Spender
B1546,UK,Negombo,2024-11-18,4,Full Board,Standard,5,13642.0,Bus,Online,11,Monday,4,68210.0,High Spender
B1547,India,Colombo,2024-07-03,4,Half Board,Deluxe,1,14592.0,Taxi,Agent,7,Wednesday,3,14592.0,Low Spender
B1548,France,Kandy,2024-10-03,4,Half Board,Budget,1,14980.0,Bus,Online,10,Thursday,4,14980.0,Low Spender
B1549,Australia,Colombo,2024-02-12,3,Full Board,Suite,1,8161.0,Flight,Agent,2,Monday,1,8161.0,Low Spender
B1550,Australia,Galle,2024-01-28,5,Breakfast,Standard,6,22618.0,Bus,Agent,1,Sunday,1,135708.0,High Spender
B1551,India,Negombo,2024-12-15,3,Room Only,Budget,6,7416.0,Taxi,Direct,12,Sunday,4,44496.0,Medium Spender
B1552,India,Negombo,2024-01-06,3,Full Board,Budget,1,7711.0,Bus,Agent,1,Saturday,1,7711.0,Low Spender
B1553,Australia,Colombo ,2024-12-01,5,Half Board,Suite,6,26952.0,Bus,Online,12,Sunday,4,161712.0,High Spender
B1554,France,Colombo,2024-08-14,5,Breakfast,Standard,4,25474.0,Flight,Direct,8,Wednesday,3,101896.0,High Spender
B1555,India,Colombo,2024-04-28,5,Room Only,Budget,1,27412.0,Bus,Agent,4,Sunday,2,27412.0,Medium Spender
B1556,UK,Galle,2024-10-23,3,Room Only,Deluxe,3,7401.0,Flight,Agent,10,Wednesday,4,22203.0,Medium Spender
B1557,China,Galle,2024-02-02,3,Half Board,Budget,2,8784.0,Bus,Agent,2,Friday,1,17568.0,Low Spender
B1558,  USA  ,Colombo,2024-07-10,5,Half Board,Standard,1,24306.0,Flight,Online,7,Wednesday,3,24306.0,Medium Spender
B1559,Germany,Kandy,2024-11-25,3,Full Board,Suite,7,8075.0,Flight,Travel Agency,11,Monday,4,56525.0,High Spender
B1560,UK,Galle,2024-05-03,4,Half Board,Standard,6,16169.0,Train,Agent,5,Friday,2,97014.0,High Spender
B1561,Germany,Negombo ,2024-07-10,3,Room Only,Budget,4,7985.0,Taxi,Agent,7,Wednesday,3,31940.0,Medium Spender
B1562,UK,Colombo,2024-01-06,3,Full Board,Standard,4,7700.0,Train,Travel Agency,1,Saturday,1,30800.0,Medium Spender
B1563,Germany,Colombo ,2024-02-01,5,Breakfast,Standard,2,26446.0,Bus,Direct,2,Thursday,1,52892.0,High Spender
B1564,USA,Colombo,2024-01-21,5,Full Board,Budget,3,23721.0,Taxi,Direct,1,Sunday,1,71163.0,High Spender
B1565,Australia,Colombo,2024-07-20,4,Breakfast,Standard,5,16282.0,Bus,Direct,7,Saturday,3,81410.0,High Spender
B1566,Germany,Galle,2024-10-15,5,Full Board,Deluxe,7,25327.0,Train,Online,10,Tuesday,4,177289.0,High Spender
B1567,USA,Colombo,2024-07-21,3,Breakfast,Standard,4,8273.0,Train,Online,7,Sunday,3,33092.0,Medium Spender
B1568,India,Kandy,2024-02-09,4,Full Board,Suite,1,15584.0,Train,Online,2,Friday,1,15584.0,Low Spender
B1569,France,Galle,2024-04-25,5,Room Only,Standard,2,24657.0,Train,Online,4,Thursday,2,49314.0,Medium Spender
B1570,China,Colombo,2024-09-25,3,Full Board,Budget,6,7785.0,Flight,Travel Agency,9,Wednesday,3,46710.0,Medium Spender
B1571,India,Kandy ,2024-06-19,5,Room Only,Deluxe,5,26248.0,Taxi,Agent,6,Wednesday,2,131240.0,High Spender
B1572,Germany,Colombo,2024-01-26,4,Breakfast,Suite,5,15796.0,Train,Online,1,Friday,1,78980.0,High Spender
B1573,Australia,Kandy,2024-10-24,4,Breakfast,Deluxe,3,16384.0,Bus,Online,10,Thursday,4,49152.0,Medium Spender
B1574,UK,Galle,2024-09-01,3,Room Only,Budget,2,8081.0,Bus,Agent,9,Sunday,3,16162.0,Low Spender
B1575,UK,Galle,2024-03-20,3,Half Board,Budget,3,7645.0,Bus,Agent,3,Wednesday,1,22935.0,Medium Spender
B1576,France,Galle,2024-02-03,4,Half Board,Standard,6,13530.0,Train,Online,2,Saturday,1,81180.0,High Spender
B1577,Russia,Colombo,2024-12-22,3,Breakfast,Standard,2,8347.0,Taxi,Direct,12,Sunday,4,16694.0,Low Spender
B1578,France,Colombo,2024-04-09,3,Breakfast,Budget,4,7736.0,Flight,Travel Agency,4,Tuesday,2,30944.0,Medium Spender
B1579,China,Galle,2024-06-25,5,Breakfast,Suite,4,24797.0,Taxi,Online,6,Tuesday,2,99188.0,High Spender
B1580,USA,Galle,2024-11-29,3,Room Only,Suite,6,8613.0,Flight,Travel Agency,11,Friday,4,51678.0,High Spender
B1581,  UK  ,Negombo,2024-10-25,5,Breakfast,Budget,7,22645.0,Train,Direct,10,Friday,4,158515.0,High Spender
B1582,UK,Kandy,2024-04-13,3,Full Board,Suite,1,8001.0,Bus,Travel Agency,4,Saturday,2,8001.0,Low Spender
B1583,France,Galle,2024-07-20,4,Room Only,Suite,2,15601.0,Train,Online,7,Saturday,3,31202.0,Medium Spender
B1584,India,Colombo,2024-10-24,4,Half Board,Deluxe,6,13608.0,Taxi,Travel Agency,10,Thursday,4,81648.0,High Spender
B1585,China,Colombo,2024-04-25,5,Full Board,Deluxe,1,24011.0,Taxi,Agent,4,Thursday,2,24011.0,Medium Spender
B1586,UK,Colombo,2024-03-01,3,Half Board,Standard,3,7546.0,Taxi,Agent,3,Friday,1,22638.0,Medium Spender
B1587,Australia,Kandy,2024-06-13,4,Breakfast,Budget,6,15044.0,Flight,Travel Agency,6,Thursday,2,90264.0,High Spender
B1588,China,Colombo,2024-11-14,4,Breakfast,Standard,6,14433.0,Flight,Travel Agency,11,Thursday,4,86598.0,High Spender
B1589,India,Colombo,2024-03-09,5,Half Board,Suite,2,26944.0,Flight,Direct,3,Saturday,1,53888.0,High Spender
B1590,India,Colombo,2024-01-18,5,Breakfast,Budget,1,26032.0,Bus,Travel Agency,1,Thursday,1,26032.0,Medium Spender
B1591,USA,Kandy,2024-08-27,5,Full Board,Deluxe,4,24154.0,Taxi,Travel Agency,8,Tuesday,3,96616.0,High Spender
B1592,USA,Colombo,2024-11-21,4,Breakfast,Deluxe,2,14809.0,Taxi,Direct,11,Thursday,4,29618.0,Medium Spender
B1593,Germany,Kandy,2024-02-02,4,Breakfast,Deluxe,2,13737.0,Bus,Direct,2,Friday,1,27474.0,Medium Spender
B1594,Australia,Kandy,2024-11-12,4,Room Only,Deluxe,2,15781.0,Train,Direct,11,Tuesday,4,31562.0,Medium Spender
B1595,India,Colombo,2024-08-16,3,Room Only,Standard,1,7925.0,Bus,Agent,8,Friday,3,7925.0,Low Spender
B1596,Germany,Colombo,2024-04-02,4,Room Only,Deluxe,1,16493.0,Bus,Agent,4,Tuesday,2,16493.0,Low Spender
B1597,Australia,Galle,2024-06-03,4,Half Board,Standard,6,15928.0,Taxi,Travel Agency,6,Monday,2,95568.0,High Spender
B1598,UK,Negombo,2024-12-14,3,Room Only,Budget,4,8704.0,Bus,Agent,12,Saturday,4,34816.0,Medium Spender
B1599,India,Kandy,2024-02-17,5,Half Board,Deluxe,2,23545.0,Bus,Agent,2,Saturday,1,47090.0,Medium Spender
B1600,USA,Colombo,2024-12-14,5,Full Board,Budget,1,24986.0,Train,Online,12,Saturday,4,24986.0,Medium Spender
B1601,India,Galle,2024-03-16,3,Full Board,Suite,4,7411.0,Taxi,Travel Agency,3,Saturday,1,29644.0,Medium Spender
B1602,  UK  ,Colombo,2024-05-22,3,Room Only,Deluxe,7,7444.0,Taxi,Online,5,Wednesday,2,52108.0,High Spender
B1603,  India  ,Kandy,2024-01-24,3,Room Only,Standard,4,8570.0,Train,Agent,1,Wednesday,1,34280.0,Medium Spender
B1604,Germany,Galle,2024-04-09,3,Full Board,Budget,5,7681.0,Flight,Agent,4,Tuesday,2,38405.0,Medium Spender
B1605,China,Colombo,2024-03-25,3,Breakfast,Budget,2,7804.0,Bus,Direct,3,Monday,1,15608.0,Low Spender
B1606,India,Negombo,2024-01-14,5,Breakfast,Suite,7,23730.0,Train,Direct,1,Sunday,1,166110.0,High Spender
B1607,Australia,Galle,2024-04-19,3,Breakfast,Standard,2,8223.0,Taxi,Agent,4,Friday,2,16446.0,Low Spender
B1608,Germany,Kandy,2024-01-01,4,Half Board,Suite,6,15580.0,Train,Direct,1,Monday,1,93480.0,High Spender
B1609,India,Kandy,2024-01-18,4,Full Board,Budget,1,15153.0,Taxi,Online,1,Thursday,1,15153.0,Low Spender
B1610,Germany,Negombo ,2024-09-15,3,Breakfast,Suite,1,7357.0,Taxi,Online,9,Sunday,3,7357.0,Low Spender
B1611,China,Negombo,2024-10-10,3,Breakfast,Budget,7,7988.0,Taxi,Direct,10,Thursday,4,55916.0,High Spender
B1612,India,Colombo,2024-08-14,4,Breakfast,Standard,2,16439.0,Train,Agent,8,Wednesday,3,32878.0,Medium Spender
B1613,USA,Colombo,2024-02-24,5,Half Board,Deluxe,2,24230.0,Train,Agent,2,Saturday,1,48460.0,Medium Spender
B1614,India,Kandy,2024-11-12,4,Breakfast,Deluxe,6,13647.0,Taxi,Agent,11,Tuesday,4,81882.0,High Spender
B1615,USA,Negombo,2024-05-05,3,Room Only,Budget,3,7834.0,Taxi,Direct,5,Sunday,2,23502.0,Medium Spender
B1616,Germany,Colombo,2024-10-13,4,Room Only,Deluxe,2,13540.0,Flight,Agent,10,Sunday,4,27080.0,Medium Spender
B1617,China,Kandy,2024-05-26,5,Full Board,Standard,5,26640.0,Taxi,Direct,5,Sunday,2,133200.0,High Spender
B1618,  India  ,Kandy,2024-07-04,4,Half Board,Budget,7,14022.0,Flight,Direct,7,Thursday,3,98154.0,High Spender
B1619,India,Colombo,2024-12-10,4,Half Board,Suite,3,13550.0,Flight,Travel Agency,12,Tuesday,4,40650.0,Medium Spender
B1620,India,Kandy,2024-07-02,3,Room Only,Suite,7,7200.0,Train,Online,7,Tuesday,3,50400.0,High Spender
B1621,UK,Colombo,2024-11-14,5,Full Board,Budget,2,26144.0,Flight,Agent,11,Thursday,4,52288.0,High Spender
B1622,  Germany  ,Galle,2024-08-08,5,Full Board,Suite,5,25332.0,Taxi,Travel Agency,8,Thursday,3,126660.0,High Spender
B1623,Germany,Colombo,2024-08-06,4,Full Board,Standard,1,15893.0,Train,Agent,8,Tuesday,3,15893.0,Low Spender
B1624,USA,Kandy,2024-06-22,5,Full Board,Suite,3,23686.0,Train,Direct,6,Saturday,2,71058.0,High Spender
B1625,China,Kandy,2024-06-07,3,Room Only,Deluxe,2,7573.0,Train,Online,6,Friday,2,15146.0,Low Spender
B1626,India,Colombo,2024-06-27,4,Full Board,Deluxe,3,15189.0,Taxi,Direct,6,Thursday,2,45567.0,Medium Spender
B1627,UK,Kandy,2024-10-14,4,Full Board,Deluxe,3,15134.0,Taxi,Travel Agency,10,Monday,4,45402.0,Medium Spender
B1628,Germany,Negombo ,2024-02-15,4,Breakfast,Suite,3,14779.0,Flight,Direct,2,Thursday,1,44337.0,Medium Spender
B1629,India,Kandy,2024-12-23,3,Full Board,Standard,1,8142.0,Taxi,Direct,12,Monday,4,8142.0,Low Spender
B1630,Russia,Kandy,2024-02-26,5,Half Board,Standard,5,25979.0,Train,Direct,2,Monday,1,129895.0,High Spender
B1631,Germany,Galle,2024-04-01,4,Half Board,Budget,2,15087.0,Taxi,Travel Agency,4,Monday,2,30174.0,Medium Spender
B1632,UK,Colombo,2024-06-09,5,Half Board,Deluxe,5,24467.0,Bus,Travel Agency,6,Sunday,2,122335.0,High Spender
B1633,Russia,Galle,2024-05-29,5,Breakfast,Deluxe,6,23786.0,Flight,Direct,5,Wednesday,2,142716.0,High Spender
B1634,Australia,Kandy,2024-11-07,3,Half Board,Deluxe,5,7921.0,Train,Direct,11,Thursday,4,39605.0,Medium Spender
B1635,Germany,Galle,2024-12-02,5,Breakfast,Standard,2,22738.0,Bus,Travel Agency,12,Monday,4,45476.0,Medium Spender
B1636,USA,Colombo,2024-10-21,5,Half Board,Budget,2,23288.0,Flight,Travel Agency,10,Monday,4,46576.0,Medium Spender
B1637,UK,Kandy,2024-01-23,4,Half Board,Deluxe,7,15055.0,Train,Direct,1,Tuesday,1,105385.0,High Spender
B1638,India,Kandy,2024-10-26,3,Breakfast,Budget,2,7216.0,Bus,Direct,10,Saturday,4,14432.0,Low Spender
B1639,India,Colombo,2024-11-08,3,Room Only,Budget,2,8635.0,Bus,Online,11,Friday,4,17270.0,Low Spender
B1640,USA,Kandy,2024-07-20,4,Full Board,Standard,3,15247.0,Taxi,Online,7,Saturday,3,45741.0,Medium Spender
B1641,France,Negombo,2024-11-08,3,Room Only,Deluxe,6,7776.0,Bus,Agent,11,Friday,4,46656.0,Medium Spender
B1642,India,Colombo,2024-04-24,5,Half Board,Budget,2,23983.0,Train,Agent,4,Wednesday,2,47966.0,Medium Spender
B1643,China,Colombo ,2024-05-07,3,Half Board,Suite,3,7492.0,Taxi,Agent,5,Tuesday,2,22476.0,Medium Spender
B1644,UK,Kandy,2024-10-23,4,Full Board,Budget,1,15156.0,Bus,Agent,10,Wednesday,4,15156.0,Low Spender
B1645,USA,Negombo,2024-03-19,5,Room Only,Suite,4,26946.0,Flight,Travel Agency,3,Tuesday,1,107784.0,High Spender
B1646,India,Galle,2024-01-30,3,Breakfast,Deluxe,1,7461.0,Bus,Travel Agency,1,Tuesday,1,7461.0,Low Spender
B1647,USA,Galle,2024-03-22,3,Breakfast,Standard,5,8790.0,Train,Online,3,Friday,1,43950.0,Medium Spender
B1648,India,Negombo ,2024-04-20,3,Room Only,Standard,1,7551.0,Bus,Travel Agency,4,Saturday,2,7551.0,Low Spender
B1649,China,Galle,2024-08-07,4,Half Board,Budget,4,16067.0,Train,Travel Agency,8,Wednesday,3,64268.0,High Spender
B1650,France,Colombo,2024-01-30,3,Half Board,Deluxe,2,7289.0,Train,Agent,1,Tuesday,1,14578.0,Low Spender
B1651,India,Kandy,2024-04-30,3,Breakfast,Deluxe,6,8668.0,Train,Online,4,Tuesday,2,52008.0,High Spender
B1652,UK,Negombo,2024-10-24,5,Room Only,Budget,4,26088.0,Train,Agent,10,Thursday,4,104352.0,High Spender
B1653,UK,Galle,2024-07-30,4,Full Board,Budget,7,16252.0,Taxi,Direct,7,Tuesday,3,113764.0,High Spender
B1654,China,Galle,2024-04-03,4,Room Only,Suite,3,15419.0,Train,Travel Agency,4,Wednesday,2,46257.0,Medium Spender
B1655,China,Colombo,2024-02-02,3,Breakfast,Deluxe,5,7264.0,Bus,Travel Agency,2,Friday,1,36320.0,Medium Spender
B1656,  USA  ,Negombo ,2024-03-16,3,Full Board,Standard,6,7500.0,Flight,Agent,3,Saturday,1,45000.0,Medium Spender
B1657,Russia,Colombo,2024-08-22,5,Room Only,Standard,6,24233.0,Taxi,Online,8,Thursday,3,145398.0,High Spender
B1658,Australia,Kandy,2024-01-26,4,Half Board,Budget,7,15387.0,Train,Agent,1,Friday,1,107709.0,High Spender
B1659,China,Colombo,2024-06-30,3,Half Board,Budget,4,7363.0,Train,Agent,6,Sunday,2,29452.0,Medium Spender
B1660,USA,Colombo,2024-10-12,4,Breakfast,Standard,1,14582.0,Bus,Agent,10,Saturday,4,14582.0,Low Spender
B1661,India,Colombo,2024-05-13,5,Full Board,Standard,2,26200.0,Flight,Agent,5,Monday,2,52400.0,High Spender
B1662,  India  ,Negombo,2024-01-10,4,Full Board,Deluxe,1,14312.0,Flight,Agent,1,Wednesday,1,14312.0,Low Spender
B1663,China,Galle,2024-12-16,4,Room Only,Deluxe,2,15864.0,Taxi,Travel Agency,12,Monday,4,31728.0,Medium Spender
B1664,UK,Kandy,2024-12-02,3,Breakfast,Deluxe,4,7573.0,Train,Travel Agency,12,Monday,4,30292.0,Medium Spender
B1665,USA,Colombo,2024-07-02,5,Breakfast,Budget,4,22902.0,Taxi,Direct,7,Tuesday,3,91608.0,High Spender
B1666,China,Colombo,2024-07-07,5,Breakfast,Standard,5,23929.0,Flight,Direct,7,Sunday,3,119645.0,High Spender
B1667,USA,Colombo,2024-03-18,5,Half Board,Deluxe,7,25824.0,Taxi,Agent,3,Monday,1,180768.0,High Spender
B1668,USA,Colombo,2024-07-28,3,Half Board,Standard,1,7890.0,Flight,Direct,7,Sunday,3,7890.0,Low Spender
B1669,UK,Galle,2024-06-22,3,Breakfast,Standard,6,7371.0,Flight,Online,6,Saturday,2,44226.0,Medium Spender
B1670,France,Galle,2024-03-21,3,Room Only,Standard,7,7442.0,Train,Online,3,Thursday,1,52094.0,High Spender
B1671,China,Negombo ,2024-12-30,4,Breakfast,Suite,5,14751.0,Taxi,Travel Agency,12,Monday,4,73755.0,High Spender
B1672,  USA  ,Colombo,2024-06-16,4,Room Only,Suite,3,16466.0,Train,Online,6,Sunday,2,49398.0,Medium Spender
B1673,Germany,Kandy,2024-09-11,4,Full Board,Standard,7,14441.0,Bus,Travel Agency,9,Wednesday,3,101087.0,High Spender
B1674,France,Galle,2024-03-01,5,Full Board,Standard,2,23980.0,Train,Online,3,Friday,1,47960.0,Medium Spender
B1675,India,Colombo,2024-02-08,3,Breakfast,Budget,3,8304.0,Flight,Direct,2,Thursday,1,24912.0,Medium Spender
B1676,UK,Negombo,2024-05-24,5,Full Board,Budget,1,24855.0,Taxi,Agent,5,Friday,2,24855.0,Medium Spender
B1677,  China  ,Negombo,2024-05-22,5,Room Only,Standard,5,25991.0,Flight,Online,5,Wednesday,2,129955.0,High Spender
B1678,India,Colombo,2024-12-18,5,Breakfast,Budget,1,22526.0,Train,Agent,12,Wednesday,4,22526.0,Medium Spender
B1679,India,Negombo ,2024-01-02,4,Room Only,Deluxe,7,14038.0,Train,Agent,1,Tuesday,1,98266.0,High Spender
B1680,India,Galle,2024-08-01,5,Breakfast,Budget,1,24755.0,Taxi,Agent,8,Thursday,3,24755.0,Medium Spender
B1681,Australia,Negombo,2024-03-31,5,Breakfast,Suite,6,26448.0,Train,Agent,3,Sunday,1,158688.0,High Spender
B1682,USA,Kandy,2024-11-21,3,Full Board,Standard,4,7927.0,Train,Travel Agency,11,Thursday,4,31708.0,Medium Spender
B1683,UK,Negombo,2024-04-07,3,Breakfast,Standard,2,8347.0,Train,Online,4,Sunday,2,16694.0,Low Spender
B1684,USA,Colombo,2024-04-05,4,Room Only,Suite,3,15624.0,Flight,Travel Agency,4,Friday,2,46872.0,Medium Spender
B1685,India,Galle ,2024-08-04,5,Half Board,Standard,1,25674.0,Flight,Direct,8,Sunday,3,25674.0,Medium Spender
B1686,UK,Kandy,2024-07-28,3,Full Board,Budget,3,8751.0,Taxi,Agent,7,Sunday,3,26253.0,Medium Spender
B1687,China,Colombo,2024-12-11,3,Breakfast,Suite,4,7789.0,Taxi,Travel Agency,12,Wednesday,4,31156.0,Medium Spender
B1688,India,Galle,2024-03-11,4,Full Board,Standard,3,15350.0,Train,Direct,3,Monday,1,46050.0,Medium Spender
B1689,China,Kandy,2024-01-05,4,Half Board,Standard,5,16084.0,Flight,Travel Agency,1,Friday,1,80420.0,High Spender
B1690,USA,Kandy,2024-10-29,4,Room Only,Suite,5,15356.0,Taxi,Online,10,Tuesday,4,76780.0,High Spender
B1691,Germany,Colombo,2024-12-14,4,Half Board,Deluxe,6,15353.0,Bus,Travel Agency,12,Saturday,4,92118.0,High Spender
B1692,UK,Kandy,2024-09-15,4,Room Only,Suite,4,14227.0,Taxi,Direct,9,Sunday,3,56908.0,High Spender
B1693,Germany,Kandy,2024-07-13,4,Room Only,Deluxe,3,14448.0,Train,Travel Agency,7,Saturday,3,43344.0,Medium Spender
B1694,UK,Galle,2024-01-17,3,Full Board,Standard,4,7262.0,Taxi,Direct,1,Wednesday,1,29048.0,Medium Spender
B1695,UK,Kandy,2024-05-18,5,Half Board,Deluxe,5,23021.0,Train,Online,5,Saturday,2,115105.0,High Spender
B1696,Germany,Negombo,2024-01-22,4,Full Board,Deluxe,6,15944.0,Train,Travel Agency,1,Monday,1,95664.0,High Spender
B1697,  Russia  ,Kandy ,2024-07-31,3,Room Only,Standard,4,8461.0,Flight,Online,7,Wednesday,3,33844.0,Medium Spender
B1698,India,Kandy,2024-12-13,4,Room Only,Deluxe,6,14109.0,Bus,Travel Agency,12,Friday,4,84654.0,High Spender
B1699,USA,Colombo,2024-08-12,5,Half Board,Suite,4,25347.0,Taxi,Online,8,Monday,3,101388.0,High Spender
B1700,UK,Negombo,2024-01-18,3,Room Only,Standard,4,7795.0,Flight,Online,1,Thursday,1,31180.0,Medium Spender
B1701,India,Negombo,2024-03-08,5,Room Only,Suite,4,23871.0,Bus,Travel Agency,3,Friday,1,95484.0,High Spender
B1702,France,Kandy,2024-06-03,3,Full Board,Standard,7,8444.0,Flight,Direct,6,Monday,2,59108.0,High Spender
B1703,India,Kandy,2024-06-10,4,Breakfast,Standard,7,14042.0,Flight,Direct,6,Monday,2,98294.0,High Spender
B1704,China,Colombo,2024-01-16,4,Full Board,Deluxe,4,16202.0,Bus,Direct,1,Tuesday,1,64808.0,High Spender
B1705,Germany,Kandy,2024-06-16,3,Room Only,Standard,5,7560.0,Flight,Travel Agency,6,Sunday,2,37800.0,Medium Spender
B1706,India,Galle,2024-04-21,3,Breakfast,Budget,1,8385.0,Taxi,Agent,4,Sunday,2,8385.0,Low Spender
B1707,Australia,Colombo,2024-08-29,3,Breakfast,Suite,4,7451.0,Bus,Agent,8,Thursday,3,29804.0,Medium Spender
B1708,USA,Colombo,2024-06-15,3,Breakfast,Deluxe,2,8290.0,Bus,Agent,6,Saturday,2,16580.0,Low Spender
B1709,India,Negombo,2024-06-16,4,Half Board,Budget,4,13699.0,Bus,Online,6,Sunday,2,54796.0,High Spender
B1710,India,Kandy,2024-05-12,4,Full Board,Deluxe,3,14914.0,Bus,Agent,5,Sunday,2,44742.0,Medium Spender
B1711,India,Kandy,2024-05-31,3,Full Board,Budget,3,8128.0,Taxi,Agent,5,Friday,2,24384.0,Medium Spender
B1712,  China  ,Colombo,2024-04-28,4,Room Only,Standard,2,13874.0,Train,Travel Agency,4,Sunday,2,27748.0,Medium Spender
B1713,China,Colombo,2024-11-25,5,Breakfast,Suite,1,25064.0,Train,Online,11,Monday,4,25064.0,Medium Spender
B1714,Germany,Colombo,2024-05-26,5,Full Board,Standard,3,25921.0,Bus,Agent,5,Sunday,2,77763.0,High Spender
B1715,India,Galle,2024-04-18,4,Breakfast,Suite,7,15917.0,Flight,Online,4,Thursday,2,111419.0,High Spender
B1716,India,Galle,2024-04-06,4,Half Board,Suite,4,13762.0,Taxi,Travel Agency,4,Saturday,2,55048.0,High Spender
B1717,Germany,Kandy,2024-02-03,4,Breakfast,Standard,7,14688.0,Bus,Travel Agency,2,Saturday,1,102816.0,High Spender
B1718,Russia,Colombo ,2024-11-08,5,Room Only,Budget,1,22741.0,Bus,Travel Agency,11,Friday,4,22741.0,Medium Spender
B1719,Australia,Galle,2024-12-16,5,Half Board,Standard,1,26021.0,Taxi,Direct,12,Monday,4,26021.0,Medium Spender
B1720,India,Colombo,2024-09-20,5,Half Board,Suite,5,24353.0,Train,Direct,9,Friday,3,121765.0,High Spender
B1721,  India  ,Galle,2024-06-27,5,Breakfast,Budget,7,25461.0,Train,Agent,6,Thursday,2,178227.0,High Spender
B1722,Germany,Kandy,2024-12-04,5,Room Only,Standard,3,25144.0,Train,Travel Agency,12,Wednesday,4,75432.0,High Spender
